Data;Tipo;Subtipo;Categoria;Item;Valor;Observação
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Orientação Profissional: Testes e dinâmicas coletivas para Ensino Médio;R$ 250,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 0,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Reuniões OCB em Vitória;R$ 200,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Materiais para execução dos projetos internos diversos desenvolvidos em cada turma a serem planejadas em dezembro;R$ 1.200,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia C e Festa da Família Cooperativista;R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia C e Festa da Família Cooperativista;R$ 0,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia C e Festa da Família Cooperativista;R$ 0,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia C e Festa da Família Cooperativista;R$ 0,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia C e Festa da Família Cooperativista;R$ 0,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia C e Festa da Família Cooperativista;R$ 0,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia C e Festa da Família Cooperativista;R$ 4.000,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 2.700,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Palestra);R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 800,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Planejamento Pedagógico Coletivo (Lanche);R$ 0,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Estudante - Matutino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Estudante - Matutino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Estudante - Matutino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Estudante - Matutino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Estudante - Matutino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Estudante - Matutino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Estudante - Matutino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Estudante - Matutino;R$ 2.500,00;Custear materiais para realização de atividade em comemoração à data
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 4.000,00;Contrapartida para transporte dos estudantes
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Participação Encontro de Cooperativas – Estudantes JOCOOPES;R$ 0,00;Contrapartida para transporte dos estudantes
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 2.000,00;Contrapartida para transporte dos alunos finalistas
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Premiação do Concurso de Desenho OCB;R$ 0,00;Contrapartida para transporte dos alunos finalistas
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 2.700,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Encontro de Pais de Alunos Especiais;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 2.700,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Seminário de Pais da Escola Alternativa;R$ 0,00;Palestra custeada pela e parceria COOPESMA - SESCOOP
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 3.000,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Empreendedorismo - Mostra Bilingue;R$ 0,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 0,00;Custear materiais para realização de atividade em comemoração à data
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia das Crianças - Vespertino;R$ 2.500,00;Custear materiais para realização de atividade em comemoração à data
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 3.000,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Feira de Ciências;R$ 0,00;Para custear materiais, produtos e locações que se fizerem necessárias
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 2.500,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Projeto Pequenos Autores, Grandes Escritores;R$ 0,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/10/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/11/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 8.500,00;
01/12/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;ENEM (Camisetas e Kits);R$ 0,00;
01/01/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Professor e Comemoração dos Funcionários;R$ 0,00;
01/02/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Professor e Comemoração dos Funcionários;R$ 0,00;
01/03/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Professor e Comemoração dos Funcionários;R$ 0,00;
01/04/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Professor e Comemoração dos Funcionários;R$ 0,00;
01/05/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Professor e Comemoração dos Funcionários;R$ 0,00;
01/06/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Professor e Comemoração dos Funcionários;R$ 0,00;
01/07/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Professor e Comemoração dos Funcionários;R$ 0,00;
01/08/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Professor e Comemoração dos Funcionários;R$ 0,00;
01/09/2025;Despesa;Outros Custos Indiretos;Despesas Pedagógicas;Dia do Professor e Comemoração dos Funcionários;R$ 0,00;
